0,1,2
106.762985,13.821972,11.035323
109.730354,14.0974,12.159813
105.20742,14.272642,12.978467
108.31499,14.539515,14.05194
105.81725,14.654861,14.883223
105.14912,14.784446,15.704575
106.87496,14.883542,16.636187
108.020164,14.938751,17.515274
106.894554,14.986723,18.31221
109.0717,15.037309,19.249374
107.92298,15.05089,20.095024
106.88988,15.070935,21.0024
106.94483,15.074147,22.0576
107.60616,15.056845,23.155176
107.722786,15.039211,24.181652
108.79305,15.037341,25.154484
110.8477,15.039295,26.083952
112.12277,15.037716,26.968678
111.895515,15.043663,27.87003
112.00933,15.062901,28.882639
112.36338,15.062092,29.880104
111.125114,15.031299,30.735443
109.753944,15.023441,31.610813
109.06891,15.021021,32.481113
107.89643,14.997241,33.27787
108.36627,15.020323,34.182827
108.32878,14.999935,35.01539
108.339455,15.018124,35.947514
107.679535,15.036715,36.92142
108.53855,15.130424,38.025734
109.90536,15.180065,39.094673
109.83102,15.161045,40.144527
109.54621,15.189879,41.259033
108.16329,15.167237,42.339447
107.424614,15.200265,43.44052
106.027954,15.151485,44.47715
105.3184,15.15287,45.51334
104.335266,15.096798,46.5067
105.50847,15.147063,47.460743
106.61858,15.085767,48.373695
106.38681,14.984422,49.29192
106.92925,14.968198,50.118515
108.68648,14.934071,50.817657
107.907814,14.73414,51.472256
107.00277,14.557889,51.968372
108.37392,14.306267,52.48356
109.381905,13.8017235,53.70922
106.682785,13.067594,56.085
97.19245,12.709661,51.263252
89.188866,13.599774,15.944496
86.413185,13.284467,-10.1336775
92.70748,12.248626,6.4850283
115.06653,12.022567,0.8793549
107.237854,12.005013,3.649323
101.99528,12.379465,3.994351
104.92318,12.924534,5.1843796
101.91519,13.3139715,6.2634726
105.02023,13.797057,7.4696074
108.30146,14.185057,8.687456
109.95102,14.519119,9.815118
104.35699,14.782829,10.688353
101.387314,15.132452,11.659981
104.152725,15.444216,12.844483
105.55444,15.625736,13.874003
105.90526,15.756304,14.760386
106.04888,15.863567,15.615154
108.65946,15.954163,16.563057
110.15849,16.002909,17.466328
110.159744,16.043295,18.312817
109.56613,16.083529,19.163116
109.68558,16.10566,20.075438
111.21966,16.090641,21.083246
111.89369,16.047033,22.102436
112.01451,16.009396,23.119394
111.96971,15.991332,24.105309
112.54359,15.992617,25.044374
112.43397,16.005964,25.917938
113.65422,16.030672,26.873795
114.59544,16.031195,27.840767
114.12178,16.018024,28.780704
114.65222,16.017658,29.801804
114.353836,15.979644,30.67848
113.42263,15.945818,31.510487
112.49669,15.926612,32.33855
110.906166,15.905565,33.133343
110.26131,15.928117,34.028774
109.034225,15.927969,34.896774
107.903885,15.9673395,35.87095
107.25906,16.02761,36.917442
107.008835,16.087908,38.00466
106.46195,16.127014,39.104637
106.889885,16.198633,40.25251
107.21258,16.210915,41.34735
107.45368,16.21139,42.43076
107.42884,16.189226,43.48573
107.2813,16.160967,44.51951
106.33774,16.09583,45.531845
105.90352,16.084017,46.53588
105.52331,16.041206,47.50618
106.78752,16.063967,48.423946
106.457664,15.941767,49.33964
106.57356,15.9078045,50.183224
106.6489,15.826075,50.91791
106.54507,15.700781,51.528187
104.551704,15.473102,52.038517
104.91439,15.219421,52.530006
103.721,14.704597,53.74384
101.79623,13.956288,56.042934
99.487724,13.511701,49.878983
105.339806,14.390897,13.0515785
86.57841,14.047499,-10.382466
90.3411,13.04819,6.408766
114.418755,12.831933,0.69290084
103.51479,12.8174715,3.6030998
103.73628,13.233096,3.965859
104.5886,13.732984,5.174849
99.47092,14.14147,6.2199535
100.0474,14.641854,7.3834314
99.8647,15.048596,8.534517
105.92682,15.483861,9.829705
107.6207,15.773394,10.951079
110.54677,16.074888,12.049207
106.578674,16.278538,12.879775
107.95408,16.535137,13.863477
108.727615,16.691916,14.802367
110.56123,16.802767,15.69255
111.686935,16.870674,16.537336
111.857056,16.9265,17.357649
112.27919,16.980734,18.219017
111.25365,17.022749,19.049732
111.5587,17.049974,19.95033
111.19598,17.04574,20.890188
108.774376,17.044481,21.843977
109.37822,17.039816,22.9574
108.90027,17.02085,23.994928
107.94041,17.02758,24.92754
109.314545,17.041523,25.885656
111.23093,17.032022,26.816975
110.63699,17.015516,27.677044
111.516685,17.020927,28.715757
111.88227,16.989283,29.668047
111.69768,16.95028,30.56385
110.85554,16.912086,31.400034
109.42434,16.885077,32.210262
108.77496,16.885637,33.076294
108.96418,16.88613,33.94703
108.98207,16.876894,34.81536
108.55017,16.887487,35.749187
109.25967,16.956066,36.80337
109.061104,16.976055,37.839703
108.55354,17.029156,38.963467
109.50263,17.127632,40.13391
109.35409,17.115759,41.2249
110.3997,17.178753,42.3526
111.82413,17.181004,43.400528
111.436714,17.083765,44.425243
110.453384,17.04534,45.47529
110.7925,17.077059,46.483124
109.76475,16.976791,47.472557
110.27031,17.009384,48.42848
111.43372,16.983387,49.32025
110.36651,16.838032,50.223324
110.80582,16.820456,50.967297
111.82986,16.71274,51.580605
109.41867,16.437855,52.156742
108.96385,16.178104,52.65619
108.962105,15.671838,53.81862
109.08902,14.889201,56.089314
102.29577,14.427665,50.08615
94.296524,15.206816,13.499713
87.344795,14.696068,-10.671717
104.2899,13.87515,6.3965063
105.593834,13.797389,0.85818803
109.38033,13.695351,3.5649087
96.70625,14.049499,3.973606
97.19137,14.644788,5.1158533
100.71026,15.149952,6.3236375
98.47721,15.531929,7.421661
101.577805,15.9961,8.613738
99.15254,16.34035,9.660196
99.56541,16.733145,10.757338
104.35033,17.080893,11.991083
103.090645,17.29745,12.934459
105.655815,17.525248,13.933056
102.93312,17.665466,14.711036
103.27075,17.81181,15.55644
104.01696,17.91074,16.438276
105.71512,17.977535,17.336208
105.46135,18.02616,18.171877
105.47503,18.069677,19.025589
104.8953,18.094116,19.893686
104.89569,18.09301,20.837439
104.31818,18.074282,21.845196
105.44287,18.037426,22.941198
105.0422,18.00487,23.949621
105.37497,17.9943,24.897018
107.662605,17.979752,25.826944
110.020256,17.949995,26.708374
111.44674,17.917515,27.593786
112.12074,17.889734,28.52552
111.01823,17.863197,29.419464
110.98164,17.860207,30.401386
109.96303,17.824224,31.236544
108.941284,17.807222,32.085953
108.71234,17.801968,32.952072
108.8265,17.79174,33.807453
109.84258,17.80318,34.71838
109.4629,17.7868,35.614708
109.23549,17.842888,36.664295
109.57024,17.918962,37.773983
110.04135,17.980957,38.903305
110.107445,18.021452,40.042072
109.148445,18.035969,41.1804
109.06031,18.100445,42.33799
109.93124,18.133661,43.425446
109.060555,18.043278,44.46348
109.8176,18.089535,45.508617
109.39076,17.997118,46.507282
108.78904,17.958664,47.518616
108.5583,17.936003,48.48766
107.942726,17.874851,49.424583
107.78728,17.834782,50.283436
108.258965,17.769781,51.02832
110.11899,17.6769,51.62694
108.623726,17.397114,52.20992
110.414154,17.138002,52.707596
107.38103,16.562744,53.97856
108.53938,15.768625,56.100357
100.48824,15.255041,48.959362
91.21042,15.918049,11.182834
84.495995,15.227143,-11.339406
98.25055,14.63786,6.4163194
100.317085,14.635819,0.6888637
96.18085,14.541523,3.5284057
102.46318,14.989891,3.947136
100.119774,15.436354,5.1702566
107.5357,15.992033,6.409112
105.452736,16.332579,7.5255313
103.04232,16.762716,8.560471
105.2668,17.224598,9.749886
102.31896,17.572474,10.768152
103.22509,17.951803,11.863338
101.16354,18.23675,12.841433
102.99763,18.492775,13.870663
100.837364,18.658367,14.701139
101.02041,18.805944,15.547984
104.472786,18.895689,16.498476
103.91563,18.94416,17.272278
103.34227,19.008392,18.064878
103.42451,19.059067,18.929718
106.20086,19.056105,19.88264
106.72496,19.018642,20.776447
105.336296,18.996267,21.685677
104.57932,18.984741,22.71719
104.21301,18.972744,23.767336
105.92157,18.948679,24.77826
106.23004,18.928932,25.634584
106.910904,18.927607,26.500734
108.023575,18.918222,27.435043
109.395355,18.889069,28.412252
108.88667,18.84485,29.30553
108.32911,18.821417,30.24026
108.14478,18.794119,31.141615
109.267204,18.763052,32.02548
108.660805,18.694609,32.766582
108.93453,18.694899,33.651756
108.03818,18.680172,34.505356
107.22874,18.725933,35.498024
107.67803,18.808098,36.58372
107.91306,18.856775,37.670612
107.89833,18.913969,38.813896
107.47983,18.967073,39.98099
106.486206,19.006851,41.150707
106.04021,19.061514,42.31852
105.06894,19.05107,43.42553
104.99206,19.070417,44.5133
103.96071,19.001513,45.54868
105.38091,19.054722,46.55183
106.76163,18.98954,47.510494
107.00795,18.894426,48.494957
107.06518,18.844042,49.44213
106.75477,18.77622,50.321606
107.029854,18.713526,51.077744
104.763214,18.524414,51.754856
104.388824,18.37572,52.200653
102.51784,18.037945,52.730522
107.28186,17.54213,53.80563
110.282326,16.634094,56.147167
97.97823,16.05067,48.537304
93.74816,16.557337,9.908947
84.96082,15.848523,-11.622469
105.17877,15.438196,6.3285995
106.29148,15.503809,0.61006206
102.2709,15.361155,3.5203805
107.14277,15.811841,3.9507265
109.137726,16.302912,5.2422075
109.556816,16.76645,6.391469
105.037704,17.187159,7.447688
102.90406,17.680481,8.530245
105.158966,18.154732,9.742784
100.998116,18.51141,10.735617
105.808075,18.923424,11.958142
102.10502,19.17179,12.873307
100.44073,19.44184,13.755156
100.36239,19.648085,14.682569
99.76116,19.789385,15.517695
100.19416,19.892221,16.353006
100.49096,19.966265,17.187798
101.82892,20.015041,18.063744
104.47388,20.022911,18.972338
106.52184,19.99517,19.83693
105.21046,19.976326,20.637272
105.451515,19.956589,21.600142
104.812584,19.932579,22.630016
104.02883,19.92194,23.646912
105.410515,19.903337,24.647753
106.27005,19.880695,25.52038
106.26213,19.875765,26.347116
107.2063,19.87105,27.282507
108.50926,19.839687,28.261078
109.3401,19.787594,29.207094
108.72823,19.733461,30.076468
108.93834,19.703299,30.99375
108.45223,19.655594,31.806414
109.32404,19.639204,32.687725
109.863045,19.600689,33.508198
110.32063,19.592777,34.399483
110.502304,19.61043,35.35906
109.4546,19.643587,36.38427
109.61175,19.756224,37.556347
109.51861,19.82466,38.71306
110.05149,19.910936,39.91356
111.15702,19.973455,41.08553
110.25419,19.936634,42.209236
108.61644,19.945189,43.360695
108.39115,20.004272,44.475178
107.35692,19.950775,45.525322
107.01575,19.948187,46.56576
105.59298,19.869665,47.585712
106.21183,19.90496,48.54983
107.57657,19.867867,49.458893
109.07384,19.798168,50.332516
110.58486,19.705265,51.121548
109.43855,19.505524,51.845367
107.77932,19.308231,52.3627
105.52498,18.989676,52.86299
99.97005,18.451248,53.941067
98.414345,17.576437,55.87348
93.27759,16.767733,47.704117
95.20775,17.094936,8.892549
97.631996,16.393972,-11.726198
88.853836,16.434654,6.6958704
95.59615,16.312372,0.44009066
95.27597,16.257412,3.4655592
95.396515,16.682854,3.8981838
104.645706,17.239883,5.223221
100.93373,17.614273,6.3512435
100.1535,18.117092,7.460594
104.65547,18.614489,8.715844
108.9774,19.018398,9.945302
103.55595,19.342104,10.839054
108.02421,19.778587,12.012923
110.51046,20.05802,13.120193
109.73505,20.2687,13.981152
111.268906,20.45291,14.858451
107.06911,20.57826,15.504237
108.2953,20.706367,16.319365
107.771835,20.781517,17.119362
108.454475,20.840574,17.944782
108.75656,20.876963,18.777159
110.09452,20.882626,19.640646
108.75228,20.880886,20.473179
107.224396,20.890738,21.40466
105.28983,20.907831,22.431122
105.30037,20.909231,23.510584
105.02841,20.903053,24.482689
104.773056,20.905828,25.35846
106.39232,20.892029,26.271025
107.199486,20.855202,27.16171
108.956726,20.807077,28.145285
109.77918,20.735634,29.06481
110.892975,20.669579,29.990704
111.86567,20.595716,30.84318
110.950356,20.521786,31.603949
111.5793,20.515179,32.502
112.39217,20.488638,33.348564
113.41697,20.480965,34.249146
113.08283,20.47496,35.186234
112.01464,20.530542,36.255383
111.29319,20.636456,37.428585
111.15469,20.745363,38.63925
111.46098,20.834185,39.85179
110.8657,20.868017,41.03776
111.43196,20.949627,42.231907
110.87207,20.924562,43.34952
110.73412,20.942818,44.461937
110.02672,20.905577,45.52815
107.86995,20.836388,46.593582
107.37066,20.876982,47.619408
107.66146,20.85766,48.58871
107.9843,20.800304,49.541836
106.730675,20.686615,50.47837
104.36538,20.58354,51.302624
104.014854,20.510668,51.893547
106.40813,20.341028,52.331688
104.75801,19.935986,52.955303
102.89332,19.387228,54.03266
102.01112,18.451118,56.02172
91.544754,17.59124,47.45097
90.34319,17.741003,8.057451
76.89524,16.962421,-12.125411
7.5134487,17.498222,7.12117
4.8259506,17.277538,0.5856634
4.4579997,17.320198,3.432302
6.8775725,17.59927,3.7910943
8.067959,17.967035,5.0404205
3.9681711,18.399483,6.2177577
4.881799,18.831638,7.3855586
4.7200017,19.27357,8.516219
2.5623147,19.731133,9.5846615
2.852871,20.126902,10.701311
1.8036298,20.516447,11.788908
0.9161341,20.857208,12.862837
1.0110936,21.13718,13.943328
0.14226139,21.408323,14.947947
0.22192886,21.618656,15.931731
1.7350485,21.76985,16.901808
2.8281355,21.918402,17.78082
3.1431437,22.062727,18.586218
3.8925304,22.157478,19.394865
3.828777,22.246784,20.168825
4.185672,22.271814,20.966726
4.6291065,22.252018,21.809486
4.8014536,22.207653,22.72623
4.870329,22.143387,23.7381
5.3102994,22.057888,24.80146
5.685116,21.98847,25.805552
5.5218735,21.95848,26.678188
5.9007764,21.91467,27.48062
6.465292,21.86894,28.289293
7.1696243,21.814608,29.155981
7.3232017,21.777605,30.052486
7.729485,21.723715,30.981451
8.183679,21.672947,31.894644
8.3065605,21.645369,32.775784
7.83793,21.651484,33.645813
7.606264,21.661877,34.57347
7.327214,21.690895,35.549587
6.810925,21.740314,36.579002
6.0624785,21.799946,37.6621
5.89601,21.835173,38.809555
5.3696127,21.865849,39.948624
5.329242,21.86479,41.097843
5.0898747,21.846304,42.21102
4.836383,21.810621,43.294308
4.4586945,21.76251,44.34984
4.262275,21.702448,45.392475
3.9161913,21.639936,46.424286
3.3391607,21.579435,47.445972
2.399215,21.51801,48.452976
1.6597986,21.438957,49.433506
1.133175,21.33243,50.36999
0.41224736,21.197231,51.22087
-0.39900562,21.017569,51.944862
-0.8150606,20.76747,52.561462
-2.3008265,20.443281,53.243767
-3.5140417,19.894634,54.44461
-5.1179504,18.633125,55.94352
-1.3744457,15.690112,43.54487
5.0620623,13.496805,1.5076861
-1.0343446,13.454437,-14.60247
-0.91501844,16.68379,6.828685
-2.776282,18.035736,-0.013521612
1.909411,18.088467,3.1913009
0.061427906,18.46706,3.6787577
1.431745,18.873367,4.9279647
2.8864427,19.297043,6.1047316
2.7197835,19.760708,7.253791
3.4245615,20.22654,8.376067
1.4686098,20.717924,9.464379
2.4895055,21.12744,10.624911
1.0037624,21.54549,11.740961
1.0658655,21.869343,12.874105
1.3793685,22.14327,13.982452
0.86543393,22.391151,14.996849
1.934288,22.553919,15.990324
2.2160337,22.71767,16.876646
2.6538174,22.847221,17.705074
3.3532383,22.94892,18.511286
3.3568928,23.054686,19.279623
4.263417,23.096712,20.079554
5.2106724,23.110537,20.893919
5.9017076,23.10116,21.749922
6.2066426,23.0761,22.692968
5.4678836,23.069067,23.702372
5.5354705,23.012972,24.744095
5.0770674,22.985752,25.696354
5.239051,22.939064,26.544807
6.0756416,22.875608,27.3583
6.3299065,22.840826,28.178911
6.086612,22.81648,29.04894
5.765104,22.783539,29.967007
5.4082522,22.747532,30.892603
5.1212487,22.712698,31.808704
5.29376,22.67408,32.73243
5.9658127,22.64194,33.67457
6.6332974,22.638882,34.636776
7.1220045,22.665295,35.640697
7.060883,22.721104,36.685566
6.5181174,22.78826,37.77416
5.911438,22.840784,38.900803
5.3560023,22.867462,40.03706
4.895139,22.865866,41.15955
4.0701394,22.84874,42.24341
3.2711792,22.81252,43.30311
2.8174908,22.755451,44.351173
2.1636534,22.695646,45.38389
2.0937886,22.626339,46.41957
2.2254243,22.551863,47.462593
1.8963621,22.48367,48.491016
1.3284873,22.40803,49.481125
0.4343165,22.309286,50.413033
0.115901284,22.160063,51.25094
0.49736392,21.949966,51.990433
-0.9080588,21.709759,52.643856
-0.69279253,21.331764,53.325043
-2.0781736,20.754137,54.68175
-1.7473799,19.272621,55.784225
2.0711749,16.009167,39.907814
0.00030082563,13.869133,-1.8028195
-6.0525317,13.922794,-14.951475
10.774042,-3.6692417,5.4133534
4.7446103,-3.8350568,-0.47009492
1.8025681,-3.657328,2.137076
2.0187573,-3.3172317,2.3586333
4.676286,-2.9403281,3.4356394
4.529468,-2.664934,4.561613
4.3880553,-2.4197578,5.79061
2.4031959,-2.1629322,6.970697
2.6788993,-1.9048542,8.224328
2.4835713,-1.6511651,9.429501
2.0541952,-1.4040716,10.607838
1.8460599,-1.1715146,11.780206
2.1793513,-0.9545683,12.961618
2.1875021,-0.7312315,14.117103
1.5749425,-0.4942449,15.262676
1.1677799,-0.26327384,16.463736
1.7456207,-0.060204145,17.741129
2.3642638,0.12527029,18.991144
3.0694625,0.26987594,20.185375
3.7598271,0.36589426,21.288574
3.323321,0.4424961,22.237728
3.1133344,0.46231768,23.140617
3.6127257,0.430939,24.027796
4.084478,0.38563395,24.870625
4.2989516,0.33474725,25.698296
4.0094204,0.2923866,26.538677
3.19311,0.26669115,27.402584
2.8615527,0.2279447,28.313734
2.2360585,0.23357056,29.183908
2.4588506,0.22406659,30.05019
2.3445833,0.26468277,30.851658
2.6828349,0.278872,31.691458
3.073847,0.2851345,32.570465
3.3402839,0.27478653,33.489246
3.1967812,0.25892916,34.411625
2.911547,0.2214239,35.35139
2.4680958,0.18077394,36.276527
2.2295814,0.12677298,37.225086
1.7001032,0.10670132,38.125515
1.5608667,0.07009241,39.11347
1.7967381,0.04645429,40.129093
1.7721671,0.057427503,41.12225
1.8751893,0.056847095,42.199097
1.9389637,0.064015135,43.280277
2.1541586,0.05458754,44.409393
2.3598647,0.044723824,45.522755
2.1560147,0.04079433,46.598465
1.617049,0.030849988,47.662952
0.86249334,0.014440361,48.699276
0.11575274,-0.015725758,49.706894
-0.17039931,-0.06839917,50.679535
-0.14456679,-0.13000421,51.554173
-0.020048635,-0.20438722,52.306
-0.46158928,-0.28739032,52.895454
-1.2234589,-0.41495627,53.40643
-1.8876616,-0.62164325,54.056244
-1.6740155,-0.98355854,55.39268
0.3343568,-1.5858274,57.595463
-1.8760871,-1.9748054,51.832806
-3.596299,-1.2848465,15.859137
-5.1841817,-1.6759093,3.9504576
-3.9816968,-2.2393444,3.985814
-3.497402,-1.8988783,3.9410417
-2.4438064,-1.5233325,4.112627
-1.7816715,-1.200143,4.661476
-1.1897904,-0.9240804,5.459311
0.19044334,-0.67456865,6.405884
1.0511472,-0.43959302,7.4299426
0.90976405,-0.21267538,8.49134
0.42693123,-0.0023028664,9.595692
0.2289956,0.17973436,10.752431
0.37871203,0.33334586,11.947826
1.6206117,0.4471575,13.203878
2.659083,0.558313,14.443182
3.6763954,0.65918267,15.666626
3.765281,0.77410644,16.81991
4.2876754,0.8523547,17.954775
4.252837,0.93092895,19.02036
3.6510303,1.0020365,20.03489
3.478307,1.0348681,21.078487
3.43182,1.0600703,22.136194
3.1243796,1.0997483,23.161415
2.8422782,1.1438053,24.146036
2.5788426,1.1944729,25.08425
2.9869266,1.215472,26.036133
3.3749955,1.2383498,26.978891
3.3611228,1.2607054,27.914711
2.952351,1.2717574,28.85344
2.284137,1.2676176,29.787373
1.9558179,1.2295556,30.748915
1.4280609,1.2092433,31.634825
1.0867677,1.1795005,32.536106
0.789657,1.1641487,33.41511
0.393883,1.1641682,34.28972
0.04683297,1.1670502,35.19956
0.05900512,1.1601104,36.16719
0.12919937,1.1620511,37.127953
0.07235397,1.1670166,38.099667
-0.15225145,1.1728904,39.081726
-0.44559038,1.1736987,40.086525
-0.6966463,1.1692636,41.110023
-0.5159877,1.1487931,42.179947
0.062855594,1.12723,43.245125
0.35963708,1.1223294,44.261604
0.14439267,1.1240662,45.261833
0.013465742,1.1080816,46.287952
-0.09950657,1.0835174,47.28039
-0.004017166,1.0374424,48.26202
0.38821134,0.9721167,49.193092
0.74951315,0.8915555,50.03947
0.94646996,0.7921409,50.78531
0.67852074,0.67461956,51.411045
-0.31712815,0.5376233,51.935467
-0.524646,0.3478934,52.534794
0.12751092,0.11069618,53.490982
-0.083581276,-0.18906082,55.42369
-0.31904012,-0.6604533,58.686188
-1.1804383,-0.92437786,53.63084
-2.9905043,-0.098258466,16.88377
-1.7825395,-0.2507943,-10.255649
-2.28506,-1.6296651,6.8169513
3.237235,-1.6185043,2.8055885
2.3136232,-1.1842088,4.4135947
0.28368923,-0.7612191,4.5368876
3.386661,-0.41222012,5.2047973
3.6008387,-0.12150048,5.9960346
1.7752883,0.16434182,6.853915
2.8510642,0.4253162,7.857319
2.3297048,0.6805376,8.876811
2.0545306,0.91561764,9.971537
2.4872777,1.1198896,11.148257
1.7791625,1.318641,12.289501
1.1691657,1.4837255,13.441161
1.5172611,1.6000748,14.625105
2.392646,1.6841108,15.792507
2.3871346,1.776299,16.873016
2.5128925,1.8464717,17.94117
2.7306685,1.9035264,18.989485
2.799356,1.9530593,19.994799
3.0044148,1.9811283,20.980482
3.0024626,2.0033603,21.952711
2.2938795,2.0403984,22.912998
2.2627926,2.0413103,23.928518
2.6008875,2.0460598,24.945946
2.8606884,2.0774198,25.901182
3.2695477,2.1170154,26.809866
3.6993446,2.161489,27.697695
4.115673,2.194947,28.605337
4.441819,2.2095616,29.547432
4.264892,2.2209816,30.479105
3.9526815,2.206296,31.423916
3.4710503,2.1838987,32.339813
2.7931805,2.1629872,33.22157
2.359838,2.129311,34.12594
1.7471796,2.1209655,34.988888
1.5080576,2.100204,35.924797
1.6770637,2.0832438,36.889496
1.8688164,2.0815578,37.852665
1.8345225,2.0904777,38.82419
1.8087915,2.0902774,39.843025
1.5772963,2.093345,40.853844
1.4731141,2.078931,41.915863
1.3918843,2.0642047,42.966244
0.99587005,2.0563781,43.998196
0.8139761,2.033131,45.074085
0.7994655,2.009461,46.1285
0.97241145,1.978683,47.17847
1.342657,1.9419978,48.195744
1.7521626,1.8982159,49.160255
1.4742,1.855808,50.016384
0.6113327,1.7955436,50.78488
