,temperature
2023-01-01 01:03:00,23.780097360532604
2023-01-01 01:04:00,27.939242855181284
2023-01-01 01:05:00,27.076163382330897
2023-01-01 01:06:00,23.2855664621414
2023-01-01 01:07:00,22.893816282887453
2023-01-01 01:08:00,21.401000431325077
2023-01-01 01:09:00,24.71235149744445
2023-01-01 01:10:00,28.053838263753587
2023-01-01 01:11:00,27.98061932861289
2023-01-01 01:12:00,26.896033352528264
2023-01-01 01:13:00,21.731129035173048
2023-01-01 01:14:00,22.44778965229458
2023-01-01 01:15:00,23.156647652703708
2023-01-01 01:16:00,25.831873869290785
2023-01-01 01:17:00,27.419540413456506
2023-01-01 01:18:00,26.225733783885307
2023-01-01 01:19:00,23.718914056772103
2023-01-01 01:20:00,20.852576033966265
2023-01-01 01:21:00,24.015534783180726
2023-01-01 01:22:00,26.410755102951196
2023-01-01 01:23:00,26.370282688799325
2023-01-01 01:24:00,28.683852102634027
2023-01-01 01:25:00,26.361852651393157
2023-01-01 01:26:00,23.406118136054168
2023-01-01 01:27:00,22.358068973113834
2023-01-01 01:28:00,24.041549484681
2023-01-01 01:29:00,28.637807716777413
2023-01-01 01:30:00,27.276006700368537
2023-01-01 01:31:00,26.534122909419573
2023-01-01 01:32:00,22.865879698572922
2023-01-01 01:33:00,23.13384931136543
2023-01-01 01:34:00,24.62694073943673
2023-01-01 01:35:00,27.761170580737183
2023-01-01 01:36:00,27.960053074337683
2023-01-01 01:37:00,27.91845880443702
2023-01-01 01:38:00,23.40119506706455
2023-01-01 01:39:00,22.404650507252985
2023-01-01 01:40:00,25.370046302628996
2023-01-01 01:41:00,25.014571156188154
2023-01-01 01:42:00,26.71470663758899
2023-01-01 01:43:00,27.83276204204914
2023-01-01 01:44:00,22.855173538638766
2023-01-01 01:45:00,24.03026690372323
2023-01-01 01:46:00,22.41001350180086
2023-01-01 01:47:00,24.81419148162775
2023-01-01 01:48:00,29.706205237656015
2023-01-01 01:49:00,28.926367129165282
2023-01-01 01:50:00,26.727199779069874
2023-01-01 01:51:00,23.30852501000942
2023-01-01 01:52:00,21.47234297995173
2023-01-01 01:53:00,26.626330483208356
2023-01-01 01:54:00,27.091834241148707
2023-01-01 01:55:00,28.636150337289475
2023-01-01 01:56:00,26.64940670153773
2023-01-01 01:57:00,22.770020254202443
2023-01-01 01:58:00,22.66978369769844
2023-01-01 01:59:00,24.81567154649986
2023-01-01 02:00:00,27.125037353204128
2023-01-01 02:01:00,26.896624210788172
2023-01-01 02:02:00,26.78702806583237
2023-01-01 02:03:00,24.939096117565775
2023-01-01 02:04:00,21.31758456179614
2023-01-01 02:05:00,23.009089767438958
2023-01-01 02:06:00,25.56307475499796
2023-01-01 02:07:00,29.76919064336016
2023-01-01 02:08:00,27.829239185403637
2023-01-01 02:09:00,24.818254987306478
2023-01-01 02:10:00,21.43646281336539
2023-01-01 02:11:00,23.109765017348803
2023-01-01 02:12:00,24.49407129731384
2023-01-01 02:13:00,27.643286265123812
2023-01-01 02:14:00,27.017599306251334
2023-01-01 02:15:00,25.93219953431227
2023-01-01 02:16:00,23.19951764558229
2023-01-01 02:17:00,21.967351380451465
2023-01-01 02:18:00,24.721184427065218
2023-01-01 02:19:00,26.002098571171103
2023-01-01 02:20:00,26.44752271393187
2023-01-01 02:21:00,26.51977668405892
2023-01-01 02:22:00,23.39532009375919
2023-01-01 02:23:00,22.64058280800667
2023-01-01 02:24:00,25.918799836769054
2023-01-01 02:25:00,27.3566072708135
2023-01-01 02:26:00,27.07741949428059
2023-01-01 02:27:00,27.93604100243433
2023-01-01 02:28:00,22.659426499045438
2023-01-01 02:29:00,21.612171697151645
2023-01-01 02:30:00,22.794426051091794
2023-01-01 02:31:00,27.33005849897455
2023-01-01 02:32:00,27.05897940851816
2023-01-01 02:33:00,26.586464595262296
2023-01-01 02:34:00,24.705113496878372
2023-01-01 02:35:00,21.711358769146333
2023-01-01 02:36:00,23.486408988000058
2023-01-01 02:37:00,23.692292893542138
2023-01-01 02:38:00,26.246631793676567
2023-01-01 02:39:00,27.376938266552855
2023-01-01 02:40:00,25.14939825746613
2023-01-01 02:41:00,24.81436512881244
2023-01-01 02:42:00,23.016413368072037
2023-01-01 02:43:00,24.033411066343316
2023-01-01 02:44:00,25.568504252840935
2023-01-01 02:45:00,28.836972853257368
2023-01-01 02:46:00,25.439556328358886
2023-01-01 02:47:00,22.018386848141557
2023-01-01 02:48:00,23.195655942300238
2023-01-01 02:49:00,23.520328262043517
2023-01-01 02:50:00,26.97187291466721
2023-01-01 02:51:00,28.251031730838438
2023-01-01 02:52:00,27.974363593369066
2023-01-01 02:53:00,23.70480373884673
2023-01-01 02:54:00,21.152155478039543
2023-01-01 02:55:00,23.285483847752154
2023-01-01 02:56:00,24.42103712331155
2023-01-01 02:57:00,26.94909038238673
2023-01-01 02:58:00,27.17124463813189
2023-01-01 02:59:00,25.217244157697458
2023-01-01 03:00:00,22.23508814344513
2023-01-01 03:01:00,20.820128582677725
2023-01-01 03:02:00,23.7363991956126
2023-01-01 03:03:00,24.911585282751528
2023-01-01 03:04:00,28.55220902615369
2023-01-01 03:05:00,24.42574534582447
2023-01-01 03:06:00,22.079247707412275
2023-01-01 03:07:00,22.061656172862342
2023-01-01 03:08:00,22.845364745863584
2023-01-01 03:09:00,28.004445022787586
2023-01-01 03:10:00,26.70138687290949
2023-01-01 03:11:00,27.041097431851856
2023-01-01 03:12:00,23.883447182387126
2023-01-01 03:13:00,20.89379897881516
2023-01-01 03:14:00,23.42572858363262
2023-01-01 03:15:00,25.500022783644013
2023-01-01 03:16:00,28.59501314762556
2023-01-01 03:17:00,28.20261240912026
2023-01-01 03:18:00,26.91079601947989
2023-01-01 03:19:00,23.6846417765513
2023-01-01 03:20:00,22.017720976301522
2023-01-01 03:21:00,24.58888392698017
2023-01-01 03:22:00,28.527183790978313
2023-01-01 03:23:00,28.45009989455561
2023-01-01 03:24:00,26.232611296957455
2023-01-01 03:25:00,21.228421082673442
2023-01-01 03:26:00,22.054982631796587
2023-01-01 03:27:00,23.26059332111631
2023-01-01 03:28:00,27.118563579831545
2023-01-01 03:29:00,27.889995511962116
2023-01-01 03:30:00,27.30042775638963
2023-01-01 03:31:00,23.8313274689503
2023-01-01 03:32:00,22.790476608488817
2023-01-01 03:33:00,22.782257573627167
2023-01-01 03:34:00,25.15898525942685
2023-01-01 03:35:00,27.533603832966314
2023-01-01 03:36:00,27.060358967137365
2023-01-01 03:37:00,24.68024301789671
2023-01-01 03:38:00,24.426712814420295
2023-01-01 03:39:00,22.59584547075139
2023-01-01 03:40:00,24.324465952334865
2023-01-01 03:41:00,27.31891804639469
2023-01-01 03:42:00,27.135592290445743
2023-01-01 03:43:00,25.62517521806063
2023-01-01 03:44:00,21.015285245170954
2023-01-01 03:45:00,22.278754679540206
2023-01-01 03:46:00,24.591581312055617
2023-01-01 03:47:00,27.406249554915565
2023-01-01 03:48:00,27.316832926743157
2023-01-01 03:49:00,25.73693906565282
2023-01-01 03:50:00,21.715191187803367
2023-01-01 03:51:00,21.521159047111485
2023-01-01 03:52:00,23.091834901502686
2023-01-01 03:53:00,26.9262709146611
2023-01-01 03:54:00,26.84101399033326
2023-01-01 03:55:00,27.509644744048895
2023-01-01 03:56:00,25.36498819804986
2023-01-01 03:57:00,19.981073374867172
2023-01-01 03:58:00,23.369230069791406
2023-01-01 03:59:00,26.40309511570925
2023-01-01 04:00:00,27.204284452871512
2023-01-01 04:01:00,26.947207731546207
2023-01-01 04:02:00,24.558762016723872
2023-01-01 04:03:00,22.024529153116248
2023-01-01 04:04:00,22.105935432568916
2023-01-01 04:05:00,23.208358191271174
2023-01-01 04:06:00,28.61242870952914
2023-01-01 04:07:00,28.853553073456748
2023-01-01 04:08:00,24.723956921883836
2023-01-01 04:09:00,21.340252003988855
2023-01-01 04:10:00,22.613713472369383
2023-01-01 04:11:00,23.475951628328392
2023-01-01 04:12:00,27.024646946529693
2023-01-01 04:13:00,27.663306223010295
2023-01-01 04:14:00,27.031777517116325
2023-01-01 04:15:00,24.160330481652903
2023-01-01 04:16:00,21.276123751156028
2023-01-01 04:17:00,21.91121753949562
2023-01-01 04:18:00,24.57252381148712
2023-01-01 04:19:00,28.564350661050586
2023-01-01 04:20:00,25.847638442249377
2023-01-01 04:21:00,23.73978183195755
2023-01-01 04:22:00,21.553088138258687
2023-01-01 04:23:00,22.620576417527722
2023-01-01 04:24:00,23.399997033815207
2023-01-01 04:25:00,27.879004086021094
2023-01-01 04:26:00,28.094579448149332
2023-01-01 04:27:00,25.17599421512359
2023-01-01 04:28:00,22.213052837797115
2023-01-01 04:29:00,22.334281575743656
2023-01-01 04:30:00,24.889376290524044
2023-01-01 04:31:00,24.439793877894502
2023-01-01 04:32:00,29.85621137279825
2023-01-01 04:33:00,26.311670242554193
2023-01-01 04:34:00,22.443116719781933
2023-01-01 04:35:00,21.62955975840545
2023-01-01 04:36:00,24.178685302122894
2023-01-01 04:37:00,26.44237806775813
2023-01-01 04:38:00,25.968414135668045
2023-01-01 04:39:00,28.746733797078928
2023-01-01 04:40:00,23.70813251546061
2023-01-01 04:41:00,23.061430580785412
2023-01-01 04:42:00,22.29216185511324
2023-01-01 04:43:00,27.31692758648933
2023-01-01 04:44:00,28.145568082001116
2023-01-01 04:45:00,27.91787297723171
2023-01-01 04:46:00,23.590579825463927
2023-01-01 04:47:00,23.50861000161654
2023-01-01 04:48:00,23.133718163119415
2023-01-01 04:49:00,26.242347649050142
2023-01-01 04:50:00,26.86372031923408
2023-01-01 04:51:00,27.271033471224698
2023-01-01 04:52:00,27.785890968524555
2023-01-01 04:53:00,21.708728430560424
2023-01-01 04:54:00,21.971057704280586
2023-01-01 04:55:00,25.24207867513062
2023-01-01 04:56:00,27.023813706308367
2023-01-01 04:57:00,28.55903170384851
2023-01-01 04:58:00,25.890309927280356
2023-01-01 04:59:00,23.787647093557837
2023-01-01 05:00:00,20.69381759872869
2023-01-01 05:01:00,24.99921471458386
2023-01-01 05:02:00,26.08892389045749
2023-01-01 05:03:00,27.283075525052205
2023-01-01 05:04:00,27.66128534882482
2023-01-01 05:05:00,23.731649355257566
2023-01-01 05:06:00,20.798141096596716
2023-01-01 05:07:00,21.362282816617267
2023-01-01 05:08:00,26.085798020786665
2023-01-01 05:09:00,27.555034847243512
2023-01-01 05:10:00,27.407586048282802
2023-01-01 05:11:00,26.109163625543285
2023-01-01 05:12:00,21.36583776115703
2023-01-01 05:13:00,21.528560799310018
2023-01-01 05:14:00,24.160883935797663
2023-01-01 05:15:00,27.344280941366964
2023-01-01 05:16:00,27.843261184480735
2023-01-01 05:17:00,25.581082857421155
2023-01-01 05:18:00,22.99083958627314
2023-01-01 05:19:00,21.920286311799114
2023-01-01 05:20:00,23.016047184832065
2023-01-01 05:21:00,25.79320393942809
2023-01-01 05:22:00,28.274466017562958
2023-01-01 05:23:00,25.74453055383812
2023-01-01 05:24:00,22.609901464388898
2023-01-01 05:25:00,21.720202067890096
2023-01-01 05:26:00,22.868491544655797
2023-01-01 05:27:00,28.09136391354075
2023-01-01 05:28:00,27.171024930184537
2023-01-01 05:29:00,28.216030195436787
2023-01-01 05:30:00,25.327339756398917
2023-01-01 05:31:00,21.084611621458322
2023-01-01 05:32:00,23.247000435588603
2023-01-01 05:33:00,23.812781054254547
2023-01-01 05:34:00,24.86347304549664
2023-01-01 05:35:00,28.335541679356734
2023-01-01 05:36:00,23.670567854680144
2023-01-01 05:37:00,23.182528647707382
2023-01-01 05:38:00,21.43836925310582
2023-01-01 05:39:00,25.81849943730152
2023-01-01 05:40:00,28.03731803718244
2023-01-01 05:41:00,27.515092547537748
2023-01-01 05:42:00,25.550989500937337
2023-01-01 05:43:00,22.156078273399782
2023-01-01 05:44:00,21.559096459119317
2023-01-01 05:45:00,23.107812497180813
2023-01-01 05:46:00,25.893597057445977
2023-01-01 05:47:00,28.128201469443688
2023-01-01 05:48:00,27.531129157385152
2023-01-01 05:49:00,24.48807761471475
2023-01-01 05:50:00,21.352258072772823
2023-01-01 05:51:00,21.307868407428938
2023-01-01 05:52:00,26.81216734765004
2023-01-01 05:53:00,27.04859048034253
2023-01-01 05:54:00,26.8587025204712
2023-01-01 05:55:00,24.45406718672699
2023-01-01 05:56:00,20.61919735213829
2023-01-01 05:57:00,21.804582273661737
2023-01-01 05:58:00,24.121700931913658
2023-01-01 05:59:00,27.9070418122629
2023-01-01 06:00:00,28.56801206887724
2023-01-01 06:01:00,25.817829862459757
2023-01-01 06:02:00,23.941937620939935
2023-01-01 06:03:00,22.375676796908014
2023-01-01 06:04:00,23.77112063957639
2023-01-01 06:05:00,26.814277077128036
2023-01-01 06:06:00,27.80909579946373
2023-01-01 06:07:00,26.193227632476965
2023-01-01 06:08:00,23.448538789775483
2023-01-01 06:09:00,20.89675948970068
2023-01-01 06:10:00,23.349238916549485
2023-01-01 06:11:00,24.89531416430891
2023-01-01 06:12:00,28.732849398083818
2023-01-01 06:13:00,26.98625465714714
2023-01-01 06:14:00,24.574111783073175
2023-01-01 06:15:00,22.744440782313482
2023-01-01 06:16:00,23.147794784537233
2023-01-01 06:17:00,23.482199730787553
2023-01-01 06:18:00,27.3456948745331
2023-01-01 06:19:00,28.585606093857056
2023-01-01 06:20:00,23.672687320691963
2023-01-01 06:21:00,23.08251962541089
2023-01-01 06:22:00,19.88319721632259
2023-01-01 06:23:00,23.1904978979716
2023-01-01 06:24:00,27.049469060385665
2023-01-01 06:25:00,26.30312318325059
2023-01-01 06:26:00,25.201950345236963
2023-01-01 06:27:00,21.851456368101474
2023-01-01 06:28:00,23.648880098702808
2023-01-01 06:29:00,23.60004462057846
2023-01-01 06:30:00,26.876342539904947
2023-01-01 06:31:00,27.756024947475872
2023-01-01 06:32:00,26.556196953292012
2023-01-01 06:33:00,22.46830494983491
2023-01-01 06:34:00,21.809577706833934
2023-01-01 06:35:00,22.021617329980668
2023-01-01 06:36:00,26.361013167877715
2023-01-01 06:37:00,28.90161328215648
2023-01-01 06:38:00,28.946403293823227
2023-01-01 06:39:00,25.771653790059624
2023-01-01 06:40:00,21.834105723148337
2023-01-01 06:41:00,21.19092942769375
2023-01-01 06:42:00,25.42375264510706
2023-01-01 06:43:00,27.67892905579316
2023-01-01 06:44:00,26.08413303069247
2023-01-01 06:45:00,26.115344378066393
2023-01-01 06:46:00,23.78292975223953
2023-01-01 06:47:00,22.103796551845353
2023-01-01 06:48:00,23.65332545967074
2023-01-01 06:49:00,25.892272935880122
2023-01-01 06:50:00,26.551962873729092
2023-01-01 06:51:00,27.340450015811186
2023-01-01 06:52:00,23.3566234062161
2023-01-01 06:53:00,21.78462342092428
2023-01-01 06:54:00,24.844833897051416
2023-01-01 06:55:00,26.626424861177206
2023-01-01 06:56:00,28.276522748332457
2023-01-01 06:57:00,27.33993523594469
2023-01-01 06:58:00,25.989243653851908
2023-01-01 06:59:00,23.9482043518847
2023-01-01 07:00:00,23.46559292266727
2023-01-01 07:01:00,25.69119066232361
2023-01-01 07:02:00,25.48705411125115
2023-01-01 07:03:00,27.80440592392459
2023-01-01 07:04:00,25.18489093225512
2023-01-01 07:05:00,22.75364511673338
2023-01-01 07:06:00,23.099191635605916
2023-01-01 07:07:00,21.527659501228378
2023-01-01 07:08:00,26.482851566519805
2023-01-01 07:09:00,28.220065209758875
2023-01-01 07:10:00,25.668833326135914
2023-01-01 07:11:00,21.860108614810784
2023-01-01 07:12:00,22.871485908135828
2023-01-01 07:13:00,23.760885858999163
2023-01-01 07:14:00,25.38825055482507
2023-01-01 07:15:00,28.299675710713
2023-01-01 07:16:00,27.68756616929815
2023-01-01 07:17:00,24.03674853240939
2023-01-01 07:18:00,22.888008842760446
2023-01-01 07:19:00,22.89959635389435
2023-01-01 07:20:00,25.16313768211213
2023-01-01 07:21:00,26.622595144903986
2023-01-01 07:22:00,27.361853139518814
2023-01-01 07:23:00,25.057268493419972
2023-01-01 07:24:00,23.279984946536736
2023-01-01 07:25:00,22.21693298533936
2023-01-01 07:26:00,25.170357970602662
2023-01-01 07:27:00,26.393162910799745
2023-01-01 07:28:00,27.052159082054775
2023-01-01 07:29:00,25.595010581396597
2023-01-01 07:30:00,21.87281418094014
2023-01-01 07:31:00,22.87531366398462
2023-01-01 07:32:00,24.353492964702006
2023-01-01 07:33:00,27.024993913626705
2023-01-01 07:34:00,28.335099064500103
2023-01-01 07:35:00,28.51273075499608
2023-01-01 07:36:00,23.146806819905148
2023-01-01 07:37:00,19.8110131588742
2023-01-01 07:38:00,23.355390073185376
2023-01-01 07:39:00,25.944476066739092
2023-01-01 07:40:00,27.401639927835117
2023-01-01 07:41:00,26.18043345356257
2023-01-01 07:42:00,23.974877280776276
2023-01-01 07:43:00,22.388935827885202
2023-01-01 07:44:00,22.06574215488156
2023-01-01 07:45:00,27.577524491515554
2023-01-01 07:46:00,26.649306612663818
2023-01-01 07:47:00,26.861883948027888
2023-01-01 07:48:00,22.970472192212693
2023-01-01 07:49:00,22.876449271533495
2023-01-01 07:50:00,20.158119737934012
2023-01-01 07:51:00,23.782470745900486
2023-01-01 07:52:00,26.817098954002972
2023-01-01 07:53:00,27.229721485027508
2023-01-01 07:54:00,27.82237130586671
2023-01-01 07:55:00,24.225736343977275
2023-01-01 07:56:00,23.324487109052107
2023-01-01 07:57:00,22.650323545872283
2023-01-01 07:58:00,27.537775625842546
2023-01-01 07:59:00,28.48597177671559
2023-01-01 08:00:00,27.593084171779545
2023-01-01 08:01:00,25.007910918124786
2023-01-01 08:02:00,21.1657305565336
2023-01-01 08:03:00,22.43600877339156
2023-01-01 08:04:00,26.476044400773358
2023-01-01 08:05:00,25.14692577251844
2023-01-01 08:06:00,28.928213417327107
2023-01-01 08:07:00,25.3600293487227
2023-01-01 08:08:00,22.330750542624802
2023-01-01 08:09:00,22.578697216953138
2023-01-01 08:10:00,23.738960590031617
2023-01-01 08:11:00,27.042143892551877
2023-01-01 08:12:00,28.91619579525278
2023-01-01 08:13:00,26.948711919106284
2023-01-01 08:14:00,25.5834258031351
2023-01-01 08:15:00,21.992368165716204
2023-01-01 08:16:00,23.284182079291167
2023-01-01 08:17:00,26.277029006167634
2023-01-01 08:18:00,26.974800322760593
2023-01-01 08:19:00,26.364844757671957
2023-01-01 08:20:00,23.948821774774782
2023-01-01 08:21:00,21.973623601539096
2023-01-01 08:22:00,24.297060142239417
2023-01-01 08:23:00,25.81367090396388
2023-01-01 08:24:00,27.584146433500873
2023-01-01 08:25:00,26.538627939023918
2023-01-01 08:26:00,22.726455643864703
2023-01-01 08:27:00,20.619790710590856
2023-01-01 08:28:00,21.422724141385032
2023-01-01 08:29:00,26.522545770618848
2023-01-01 08:30:00,28.532310391750194
2023-01-01 08:31:00,29.003352152582178
2023-01-01 08:32:00,23.87088411669418
2023-01-01 08:33:00,20.62244553886158
2023-01-01 08:34:00,21.533841135828037
2023-01-01 08:35:00,24.55257069520781
2023-01-01 08:36:00,27.631332157619795
2023-01-01 08:37:00,28.975679983845268
2023-01-01 08:38:00,26.315218310545106
2023-01-01 08:39:00,24.928957837802034
2023-01-01 08:40:00,21.78662192898925
2023-01-01 08:41:00,22.668905802510114
2023-01-01 08:42:00,24.777295891550075
2023-01-01 08:43:00,27.10506387065019
2023-01-01 08:44:00,27.018855487656737
2023-01-01 08:45:00,23.037126060604134
2023-01-01 08:46:00,22.9993113614093
2023-01-01 08:47:00,24.31239422943853
2023-01-01 08:48:00,23.29872820733616
2023-01-01 08:49:00,28.686144133483786
2023-01-01 08:50:00,25.141536334678033
2023-01-01 08:51:00,25.152385747439247
2023-01-01 08:52:00,23.574546886762725
2023-01-01 08:53:00,22.450120677359337
2023-01-01 08:54:00,23.545241206533095
2023-01-01 08:55:00,26.84013000606974
2023-01-01 08:56:00,27.53440230904827
2023-01-01 08:57:00,25.41350717535453
2023-01-01 08:58:00,22.644804509563944
2023-01-01 08:59:00,21.968665264520602
2023-01-01 09:00:00,24.20895805623147
2023-01-01 09:01:00,25.62742633890776
2023-01-01 09:02:00,27.746420694783357
2023-01-01 09:03:00,27.911467366347154
2023-01-01 09:04:00,23.1323648159121
2023-01-01 09:05:00,21.56048991060223
2023-01-01 09:06:00,24.324164635072417
2023-01-01 09:07:00,23.54114187295061
2023-01-01 09:08:00,29.124386335987143
2023-01-01 09:09:00,26.447882778962043
2023-01-01 09:10:00,24.468266736326328
2023-01-01 09:11:00,22.264826532347147
2023-01-01 09:12:00,23.578513900773785
2023-01-01 09:13:00,25.009492342309144
2023-01-01 09:14:00,26.985339227806854
2023-01-01 09:15:00,28.89869945411309
2023-01-01 09:16:00,22.782854312147254
2023-01-01 09:17:00,22.578354064858587
2023-01-01 09:18:00,20.866326607154033
2023-01-01 09:19:00,23.67022315251357
2023-01-01 09:20:00,29.183023509405118
2023-01-01 09:21:00,27.870344674578014
2023-01-01 09:22:00,26.17308702455661
2023-01-01 09:23:00,21.360308975836162
2023-01-01 09:24:00,21.285108535061266
2023-01-01 09:25:00,23.828282063690967
2023-01-01 09:26:00,26.862093165448
2023-01-01 09:27:00,28.61393683122098
2023-01-01 09:28:00,26.739802017699933
2023-01-01 09:29:00,24.400601224706296
2023-01-01 09:30:00,22.505455417553183
2023-01-01 09:31:00,21.110802226691543
2023-01-01 09:32:00,25.759953326326315
2023-01-01 09:33:00,28.60855212068851
2023-01-01 09:34:00,27.936440729919124
2023-01-01 09:35:00,24.33110459951289
2023-01-01 09:36:00,21.518200520486612
2023-01-01 09:37:00,21.294944069707693
2023-01-01 09:38:00,24.749972233041753
2023-01-01 09:39:00,28.591264931752335
2023-01-01 09:40:00,25.823399991416903
2023-01-01 09:41:00,24.880713442468924
2023-01-01 09:42:00,21.669152832886454
2023-01-01 09:43:00,22.876784688190227
2023-01-01 09:44:00,23.494263407119742
2023-01-01 09:45:00,26.40945587323611
2023-01-01 09:46:00,27.76604189186401
2023-01-01 09:47:00,26.788617837973128
2023-01-01 09:48:00,23.076061893857272
2023-01-01 09:49:00,18.955692995291496
2023-01-01 09:50:00,23.83514801138299
2023-01-01 09:51:00,26.591423688204696
2023-01-01 09:52:00,27.733845888905314
2023-01-01 09:53:00,25.954911113219833
2023-01-01 09:54:00,24.601610084081813
2023-01-01 09:55:00,22.529679834574004
2023-01-01 09:56:00,22.201005127709237
2023-01-01 09:57:00,25.116227894000044
2023-01-01 09:58:00,26.75858994045561
2023-01-01 09:59:00,27.393818600739042
2023-01-01 10:00:00,23.5404796117451
2023-01-01 10:01:00,22.943144224554928
2023-01-01 10:02:00,21.29121446249606
2023-01-01 10:03:00,24.725143631565402
2023-01-01 10:04:00,25.8041676954696
2023-01-01 10:05:00,27.311093099311133
2023-01-01 10:06:00,25.81426383422426
2023-01-01 10:07:00,21.43740603134056
2023-01-01 10:08:00,22.135273131325736
2023-01-01 10:09:00,23.302796296009962
2023-01-01 10:10:00,24.81327234846446
2023-01-01 10:11:00,26.69577216379064
2023-01-01 10:12:00,27.29012405259339
2023-01-01 10:13:00,24.71729848212526
2023-01-01 10:14:00,21.909902802463286
2023-01-01 10:15:00,23.386502363215346
2023-01-01 10:16:00,26.001170280706553
2023-01-01 10:17:00,28.187834983359014
2023-01-01 10:18:00,28.59714300879551
2023-01-01 10:19:00,23.132148637712085
2023-01-01 10:20:00,22.975376411685104
2023-01-01 10:21:00,22.060145064216844
2023-01-01 10:22:00,24.712904873131592
2023-01-01 10:23:00,27.18769761820843
2023-01-01 10:24:00,27.378240660081282
2023-01-01 10:25:00,24.259072722019653
2023-01-01 10:26:00,22.954316343507944
2023-01-01 10:27:00,23.777068580074307
2023-01-01 10:28:00,24.045868495997652
2023-01-01 10:29:00,26.922143091706822
2023-01-01 10:30:00,27.28919788212167
2023-01-01 10:31:00,26.17529765802403
2023-01-01 10:32:00,23.886594748746298
2023-01-01 10:33:00,21.63015445304833
2023-01-01 10:34:00,22.884499545328072
2023-01-01 10:35:00,26.607295575217567
2023-01-01 10:36:00,27.044726226094703
2023-01-01 10:37:00,27.249890946929373
2023-01-01 10:38:00,25.015906499986208
2023-01-01 10:39:00,23.493330680397
2023-01-01 10:40:00,22.61646448722949
2023-01-01 10:41:00,26.75631218472389
2023-01-01 10:42:00,28.74759541047606
2023-01-01 10:43:00,26.546847503662722
2023-01-01 10:44:00,23.816819410979676
2023-01-01 10:45:00,22.189534435432908
2023-01-01 10:46:00,23.286818243100754
2023-01-01 10:47:00,24.47017720132865
2023-01-01 10:48:00,26.647062230689468
2023-01-01 10:49:00,29.438587773263585
2023-01-01 10:50:00,26.15806953140806
2023-01-01 10:51:00,20.734412155475002
2023-01-01 10:52:00,22.344302336128578
2023-01-01 10:53:00,24.252665622067653
2023-01-01 10:54:00,26.828985057561876
2023-01-01 10:55:00,28.449640563635448
2023-01-01 10:56:00,26.570967648661956
2023-01-01 10:57:00,22.45190506326594
2023-01-01 10:58:00,21.66228216308942
2023-01-01 10:59:00,22.078030029225307
2023-01-01 11:00:00,24.898692481894976
2023-01-01 11:01:00,26.611704193474743
2023-01-01 11:02:00,27.727436171241965
2023-01-01 11:03:00,24.68135327962827
2023-01-01 11:04:00,21.82678564471708
2023-01-01 11:05:00,21.82261059239371
